Price,Year,Make,Model,Description,Url
"$58,995",1970,Chevrolet,Nova,"ROWDY RESTOMOD NOVA, 6.0 LITER TURBO V8, 4-SPEED AUTO TRANS, PS, PB, FUN/FAST!!",streetsideclassics.com/vehicles/6653-atl/1970-chevrolet-nova-restomod
"$45,995",1970,Chevrolet,Nova,"BIG BLOCK 454CI POWER, AUTO TRANS, POWER STEER & BRAKES, GREAT COLOR COMBO",streetsideclassics.com/vehicles/3067-nsh/1970-chevrolet-nova-ss-454-tribute
"$43,995",1970,Chevrolet,Nova,"350CI SMALL BLOCK, TH350 AUTO TRANS, POWER STEER & BRAKES, NICE COLOR COMBO!",streetsideclassics.com/vehicles/3211-nsh/1970-chevrolet-nova-ss-tribute
"$41,995",1970,Chevrolet,Nova,"STRONG - FAST - LOTS OF TORQUE, 4-SPEED MANUAL, PWR STEER/FRNT DISC, SS TRIBUTE!",streetsideclassics.com/vehicles/6708-atl/1970-chevrolet-nova-ss-tribute
"$36,995",1970,Chevrolet,Nova,"Description coming soon, call for details!",streetsideclassics.com/vehicles/7540-cha/1970-chevrolet-nova-ss-tribute
"$38,995",1970,Chevrolet,Suburban,"COOL PATINA SUBURBAN, CRATE 350 V8, 3-SPEED AUTO, PWR STEER/FRNT DISC, SUV!!!",streetsideclassics.com/vehicles/6814-atl/1970-chevrolet-suburban
"$74,995",1970,Dodge,Challenger,"VERY CLEAN/CORRECT W/ 56K BELIEVED ACTUAL MILES, #'S MATCH 383 V8, 4 SPEED, WOW!",streetsideclassics.com/vehicles/5432-dfw/1970-dodge-challenger-rt-se
"$96,995",1970,Dodge,Challenger,"REAL DEAL SURVIVOR T/A, #'S MATCH 340 SIX-PACK V8, 3-SPEED AUTO, PS, PB, SLICK!!",streetsideclassics.com/vehicles/2627-phx/1970-dodge-challenger-t-a-six-pack
"$31,995",1970,Ford,Fairlane,"WOW! 302 V8, AUTO, A/C, PS, FACTORY COLORS, BELIEVED 32K ORIG MILES, SHAKER HOOD",streetsideclassics.com/vehicles/5411-dfw/1970-ford-fairlane-500
"$28,995",1970,Ford,Maverick,"GROUND POUNDING 289CI, 2500 STALL, 4.10 LIMITED SLIP REAR-END, STREET MACHINE!",streetsideclassics.com/vehicles/3340-nsh/1970-ford-maverick-prostreet
"$44,995",1970,Ford,Mustang,"Description coming soon, call for details!",streetsideclassics.com/vehicles/3363-nsh/1970-ford-mustang-convertible
"$36,995",1970,Ford,Mustang,"NICE! SHARP 2-TONE PAINT, SMOOTH 302 V8, AUTO, A/C, PS/B, FR DISC, BACKUP CAMERA",streetsideclassics.com/vehicles/5606-dfw/1970-ford-mustang-coupe
"$54,995",1970,Ford,Mustang,"351 V8, 4-SPEED, PB, FRONT DISCS, UPGRDED SUSPENSION, DRIVES GR8, SOUNDS AWESOME",streetsideclassics.com/vehicles/2643-phx/1970-ford-mustang-fastback
"$59,995",1970,Ford,Mustang,"351 V8, C6 AUTO, P/S, P/B, MARTI REPORT, OVER $50K IN RECENT RECEIPTS, WOW!",streetsideclassics.com/vehicles/3644-tpa/1970-ford-mustang-mach-1
"$39,995",1970,Ford,Mustang,"TRUE MACH 1, 351W V8, 3SPD AUTO, PWR STEER/BRAKES, GR8 LOOKING/LOCAL SHOW/CRUISE",streetsideclassics.com/vehicles/6519-cha/1970-ford-mustang-mach-1
"$49,995",1970,Ford,Mustang,"DESIRABLE BODY STYLE, YEAR, AND COLOR, 351C V8, 4SPD TRANS, POWER STEERING, WOW!",streetsideclassics.com/vehicles/7336-cha/1970-ford-mustang-mach-1
"$61,995",1970,Ford,Mustang,"#'S MATCHING 351C V8, 3SPD AUTO, POWER STEERING/BRAKES, CLEAN TOP/BOTTOM, SHARP!",streetsideclassics.com/vehicles/7473-cha/1970-ford-mustang-mach-1
"$39,995",1970,Ford,Torino,"Description coming soon, call for details!",streetsideclassics.com/vehicles/2731-phx/1970-ford-torino-gt-convertible
"$23,995",1970,GMC,1500,"TRUE PATINA W/ RAT ROD FEEL, 383 V8 W/ EFI, 3-SPEED AUTO, PWR BRAKES/STEER, BAGS",streetsideclassics.com/vehicles/2716-phx/1970-gmc-1500
"$119,995",1971,Chevrolet,C10,"454 V8 W/ EDELBROCK EFI & GOODIES, 3-SPEED AUTO, WILWOOD PWR DISCS, PS, COLD A/C",streetsideclassics.com/vehicles/2495-phx/1971-chevrolet-c10-454-restomod
"$74,995",1971,Chevrolet,C10,"BEAUTIFUL FRAME OFF RESTORATION! 307 V8, AUTO, A/C, PS, PB W/ FRONT DISC, WOW!",streetsideclassics.com/vehicles/5579-dfw/1971-chevrolet-c10
"$57,995",1971,Chevrolet,C10,"350 V8, TH350 3SPD AUTO, PWR STEERING/BRAKES, VERY CLEAN IN/OUT, RUNS/DRIVES GR8",streetsideclassics.com/vehicles/7381-cha/1971-chevrolet-c10
"$39,995",1971,Chevrolet,C10,"307 V8, 3-SPEED AUTO, PWR BRAKES/STEER, FRNT DISCS, SLICK TWO-TONE, DRIVES GREAT",streetsideclassics.com/vehicles/2646-phx/1971-chevrolet-c10-custom
"$39,995",1971,Chevrolet,C10,"VERY SHARP INSIDE/OUT! 5.0L V8, AUTO, A/C, PS, PB, FRONT DISC, CUSTOM HOOD, WOW!",streetsideclassics.com/vehicles/5625-dfw/1971-chevrolet-c10-restomod
"$49,995",1971,Chevrolet,C10,"CLEAN BUILD, SBC V8, 4SPD AUTO, PS, PWR FRNT DISCS, CUSTOM INTERIOR, SHARP!!",streetsideclassics.com/vehicles/7189-cha/1971-chevrolet-c10-restomod
"$44,995",1971,Chevrolet,Camaro,"350 V8, TH350 3SPD AUTO, POWR STEERING, RUNS/DRIVES WELL, COOL COLOR COMBO, NICE",streetsideclassics.com/vehicles/7316-cha/1971-chevrolet-camaro
"$49,995",1971,Chevrolet,Camaro,"COOL SECOND GEN! 454 V8, AUTO, A/C, PS, PB, FRONT DISC, GREAT COLORS! NICE!",streetsideclassics.com/vehicles/4929-dfw/1971-chevrolet-camaro-rs
"$52,995",1971,Chevrolet,Camaro,"DESIRABLE 2ND GEN, 350 V8, 4SPD TRANS, POWER STEERING/BRAKES, RUNS/DRIVES WELL!!",streetsideclassics.com/vehicles/7531-cha/1971-chevrolet-camaro-z28
"$43,995",1971,Chevrolet,Camaro,"350 V8 PAIRED W/ 3-SPEED AUTO, FRONT DISCS, PWR STEER, GREAT COLOR COMBO, CLEAN!",streetsideclassics.com/vehicles/2534-phx/1971-chevrolet-camaro-z-28-tribute
"$74,995",1971,Chevrolet,Chevelle,"GREAT BUILD! 383 BLUEPRINT STROKER V8 W/ EFI! 700R4 AUTO, A/C, PS/B, 4 WHL DISC!",streetsideclassics.com/vehicles/5651-dfw/1971-chevrolet-chevelle-restomod
"$62,995",1971,Chevrolet,Chevelle,"TRUE SS LS5, ORIG BUILD SHEET, 454 V8, 4SPD TRANS, POWER STEER/BRAKES, GR8 COLOR",streetsideclassics.com/vehicles/7484-cha/1971-chevrolet-chevelle-ss-454-ls5
"$50,995",1971,Chevrolet,Chevelle,"BEAUTIFUL NEVADA SILVER PAINT, BIG BLOCK 454CI, 700R4 O/D TRANS, 12-BOLT REAR!",streetsideclassics.com/vehicles/2859-nsh/1971-chevrolet-chevelle-ss-454-tribute
"$62,995",1971,Chevrolet,Chevelle,"Description coming soon, call for details!",streetsideclassics.com/vehicles/3434-nsh/1971-chevrolet-chevelle-ss-454-tribute
"$49,995",1971,Chevrolet,Chevelle,"CHEVELLE SS TRIBUTE, 454 BIG BLOCK V8, 4-SPEED MANUAL, PS, PB, DUAL EXHAUST!!!",streetsideclassics.com/vehicles/6786-atl/1971-chevrolet-chevelle-ss-454-tribute
"$48,995",1971,Chevrolet,Chevelle,"PROFESSIONALLY BUILT 555 V8, 3-SPEED AUTO, PWR STEER/4-WHEEL DISC, PRO STREET!!",streetsideclassics.com/vehicles/6710-atl/1971-chevrolet-chevelle-ss-tribute-555-pro-street
"$41,995",1971,Chevrolet,Corvette,"Description coming soon, call for details!",streetsideclassics.com/vehicles/3421-nsh/1971-chevrolet-corvette
"$33,995",1971,Chevrolet,Corvette,"350 V8, TH400, P/S, P/B, 4 WHEEL DISC, COLD A/C, BLACK OVER BLACK, CHROME BUMPER",streetsideclassics.com/vehicles/3591-tpa/1971-chevrolet-corvette
"$54,995",1971,Dodge,Challenger,"Description coming soon, call for details!",streetsideclassics.com/vehicles/3409-nsh/1971-dodge-challenger-r-t
"$92,995",1971,Dodge,Charger,"BUILT PERIOD CORRECT 426 HEMI V8, TF 727 AUTO, P/B, P/S, ROTISSERIE RESTORATION!",streetsideclassics.com/vehicles/3656-tpa/1971-dodge-charger-r-t-426-hemi-tribute
"$96,995",1971,Ford,Bronco,"FRAME OFF RESTORED, 351CI FUEL INJECTED V8, SLICK LIME GREEN PAINT, COOL BRONCO!",streetsideclassics.com/vehicles/3143-nsh/1971-ford-bronco-4x4-restomod
"$53,995",1971,Ford,Mustang,,streetsideclassics.com/vehicles/5612-dfw/1971-ford-mustang-mach-1
"$25,995",1971,Ford,Mustang,"302 V8, AUTOMATIC, RARE SPRING SPECIAL EDITION, ORIGINAL DOCUMENTATION, SWEET!",streetsideclassics.com/vehicles/3551-tpa/1971-ford-mustang-spring-special
"$35,995",1971,Ford,Ranchero,"351 CLEVELAND V8, 3-SPEED AUTO, PWR BRAKES/STEER, FRONT DISCS, A/C, MARTI REPORT",streetsideclassics.com/vehicles/2488-phx/1971-ford-ranchero-squire
"$68,995",1971,GMC,Jimmy,"FIRST GEN JIMMY/BLAZER, REMOVEABLE HARDTOP, 350CI MOTOR, 4-SPEED MANUAL, COOL!",streetsideclassics.com/vehicles/3112-nsh/1971-gmc-jimmy-4x4
"$35,995",1971,GMC,Sprint,"350 V8, 3-SPEED AUTO, PWR BRAKES/STEER, SLICK COLOR COMBO, RUNS AND DRIVES GREAT",streetsideclassics.com/vehicles/2293-phx/1971-gmc-sprint
"$42,995",1972,Chevrolet,C10,"Description coming soon, call for details!",streetsideclassics.com/vehicles/7393-cha/1972-chevrolet-c10
"$42,995",1972,Chevrolet,C10,"COOL C10 CHEYENNE, SMOOTH RUNNING 350 V8, AUTO TRANS, PS, PB, DUAL EXHAUST!!!",streetsideclassics.com/vehicles/6810-atl/1972-chevrolet-c10-cheyenne
"$53,995",1972,Chevrolet,C10,"MONSTER MERLIN V8, STOUT TH400 3SPD AUTO, 12BOLT REAR, PWR STEER/BRAKES, CLEAN!!",streetsideclassics.com/vehicles/6985-cha/1972-chevrolet-c10-cheyenne
"$43,995",1972,Chevrolet,C10,"DESIRABLE BODY STYLE, 350CI V8, 3SPD TRANS, PWR STEER/BRAKES, RUNS/DRIVES WELL!!",streetsideclassics.com/vehicles/7102-cha/1972-chevrolet-c10-cheyenne
"$36,995",1972,Chevrolet,C10,"PERFECT 70'S COLOR COMBO, SMALL BLOCK CHEVY, AUTO TRANS, POWER STEER & BRAKES",streetsideclassics.com/vehicles/2795-nsh/1972-chevrolet-c10-cheyenne-super
"$44,995",1972,Chevrolet,C10,"350 SBC V8, 3-SPEED AUTO, PWR BRKES/STEER, FRONT DISCS, A/C, LOOKS & DRIVES GR8",streetsideclassics.com/vehicles/2641-phx/1972-chevrolet-c10-custom-deluxe
"$21,995",1972,Chevrolet,C10,"COOL SHOP/RACE SHOP LOOK, SMALL-BLOCK POWERED, 3SPD TRANS, POWR STEERING, UNIQUE",streetsideclassics.com/vehicles/7234-cha/1972-chevrolet-c10-custom-deluxe
"$32,995",1972,Chevrolet,C10,"350 V8, TH350 AUTO, POWER STEERING & BRAKES, FRONT DISC, BILLET SPECIALTIES!",streetsideclassics.com/vehicles/3401-tpa/1972-chevrolet-c10-patina
"$56,995",1972,Chevrolet,C10,"350 V8 W/ SNIPER EFI, 4L60E AUTO, 4-WHEEL PWR DISCS, PWR STEER, $33K IN RECEIPTS",streetsideclassics.com/vehicles/2662-phx/1972-chevrolet-c10-restomod
"$39,995",1972,Chevrolet,C10,"383CI V8,700R4 4SPD AUTO, POWER STEERING/BRAKES, RUNS/DRIVES WELL, LOOKS GREAT!!",streetsideclassics.com/vehicles/7428-cha/1972-chevrolet-c10-restomod
"$42,995",1972,Chevrolet,Camaro,"TRUE Z/28 W/ 350 V8, 4-SPEED, PWR BRAKES/STEER, FRONT DISCS, FACTORY COLOR COMBO",streetsideclassics.com/vehicles/2571-phx/1972-chevrolet-camaro-z-28-rs
"$49,995",1972,Chevrolet,Camaro,"LS-SWAPPED, SUPERCHARGED 5.3L V8, 4SPD AUTO, POWER STEERING/BRAKES, NICE PAINT!!",streetsideclassics.com/vehicles/7519-cha/1972-chevrolet-camaro-z-28-tribute-supercharged-ls
"$48,995",1972,Chevrolet,Chevelle,"396 BBC V8, 4-SPEED, PWR BRKES/STEER, FRONT DISCS, FCTRY COLOR COMBO, DRIVES GR8",streetsideclassics.com/vehicles/2645-phx/1972-chevrolet-chevelle-heavy-chevy-tribute
"$44,995",1972,Chevrolet,Chevelle,"BIG BLOCK 454 V8, AUTOMATIC, POWER STEERING & BRAKES, FRONT DISC, US MAG WHEELS!",streetsideclassics.com/vehicles/3534-tpa/1972-chevrolet-chevelle-ss-454-tribute
"$47,995",1972,Chevrolet,Chevelle,"454CI V8, TH350 3SPD AUTO, POWER STEER/BRAKES, RUNS WELL, GOOD COLOR COMBO, COOL",streetsideclassics.com/vehicles/7164-cha/1972-chevrolet-chevelle-ss-454-tribute
"$49,995",1972,Chevrolet,Chevelle,"Description coming soon, call for details!",streetsideclassics.com/vehicles/3420-nsh/1972-chevrolet-chevelle-ss-tribute
"$49,995",1972,Chevrolet,Chevelle,"STRONG 402 BIG BLOCK V8, 3-SPEED AUTO, PWR STEER/FRNT DISC, DUAL EXHAUST, COOL!",streetsideclassics.com/vehicles/6844-atl/1972-chevrolet-chevelle-ss-tribute
"$35,995",1972,Chevrolet,Corvette,"#'S MATCH 350CI & 4-SPEED MANUAL TRANS, GREAT COLOR COMBO, POWER STEER & BRAKES",streetsideclassics.com/vehicles/2774-nsh/1972-chevrolet-corvette
"$41,995",1972,Chevrolet,Corvette,"#'S MATCHING 350CI V8, TH400 3SPD AUTO, POWER STEER/BRAKE, RUN/DRIVES WELL, NICE",streetsideclassics.com/vehicles/7228-cha/1972-chevrolet-corvette
"$43,995",1972,Chevrolet,Corvette,"383 STROKER V8, 3-SPEED AUTO, 4-WHEEL PWR DISCS, PWR STEER, RECENT MAINT RCPTS!!",streetsideclassics.com/vehicles/2511-phx/1972-chevrolet-corvette-convertible
"$44,995",1972,Chevrolet,Corvette,"Description coming soon, call for details!",streetsideclassics.com/vehicles/2718-phx/1972-chevrolet-corvette-convertible
"$39,995",1972,Chevrolet,Corvette,"WOW! NUMBERS MATCH 350 V8, AUTO, A/C, PS, PB, 4 WHL DISC, BOTH TOPS, RUNS GREAT!",streetsideclassics.com/vehicles/5601-dfw/1972-chevrolet-corvette-convertible
"$41,995",1972,Chevrolet,Corvette,"NUMBERS MATCHING 350 V8, 3-SPEED AUTO TRANS, PWR STEER, 4-WHEEL DISC, DROP TOP!!",streetsideclassics.com/vehicles/6661-atl/1972-chevrolet-corvette-convertible
"$38,995",1972,Chevrolet,Corvette,"NUMBER'S MATCHING 350 V8 / 3-SPEED AUTO TRANS, PWR STEER/DISC, CONVERTIBLE!!!",streetsideclassics.com/vehicles/6805-atl/1972-chevrolet-corvette-convertible
"$22,995",1972,Chevrolet,El Camino,"350 V8, 3-SPEED AUTO, POWER BRAKES/STEER, FRONT DISCS, A/C, GREAT DRIVING CHEVY!",streetsideclassics.com/vehicles/2729-phx/1972-chevrolet-el-camino
"$37,995",1972,Chevrolet,El Camino,"VERY SHARP ELCO! 383 STROKER V8, AUTO, PS, PB, FRT DISC, UPGRADED SUSPENSN, WOW!",streetsideclassics.com/vehicles/4768-dfw/1972-chevrolet-el-camino
"$42,995",1972,Chevrolet,El Camino,"WOW! VERY SHARP ELCO! 454 V8, 700R4 AUTO, PS, PB W/ FRONT DISC, DRIVES GREAT!",streetsideclassics.com/vehicles/5644-dfw/1972-chevrolet-el-camino
"$32,995",1972,Chevrolet,El Camino,"396 V8, TH400 3SPD AUTO, PWR STEERING/BRAKES, RUNS/SOUNDS GOOD, AFFORABLE MUSCLE",streetsideclassics.com/vehicles/7324-cha/1972-chevrolet-el-camino-ss-396-tribute
"$45,995",1972,Chevrolet,El Camino,"350CI V8, TH350 3SPD AUTO, PWR STEER/BRAKES, RUNS/DRIVES WELL, GR8 COLOR COMBO!!",streetsideclassics.com/vehicles/6865-cha/1972-chevrolet-el-camino-ss
"$42,995",1972,Chevrolet,K10,"SLEEK OFFROAD CHEVY W/ 4"" LIFT, 350 V8, 3-SPEED AUTO, PWR BRKS/STEER, FRONT DISC",streetsideclassics.com/vehicles/2706-phx/1972-chevrolet-k10
"$59,995",1972,Chevrolet,K10,"Description coming soon, call for details!",streetsideclassics.com/vehicles/3376-nsh/1972-chevrolet-k10
"$59,995",1972,Chevrolet,K10,"350CI V8, TH400 3SPD AUTO, A/C, POWER STEER/BRAKES, RUNS WELL, GR8 LOOKING RIG!!",streetsideclassics.com/vehicles/7199-cha/1972-chevrolet-k10-cheyenne-super-4x4
"$64,995",1972,Chevrolet,K10,"350 V8, TH400 3SPD AUTO, A/C, POWER STEERING/BRAKES, CLEAN IN/OUT, NICE COLORS!!",streetsideclassics.com/vehicles/7444-cha/1972-chevrolet-k10-cheyenne-super-4x4
"$23,995",1972,Chevrolet,Monte Carlo,"REALLY SLICK MONTE! 454 V8, 700R4 AUTO, PS, PB W/ FRT DISC, SHARP INSIDE/OUT!",streetsideclassics.com/vehicles/5645-dfw/1972-chevrolet-monte-carlo
"$26,995",1972,Chevrolet,Nova,"350CI MOTOR, TH350 TRANS, POWER STEER, POWER FRONT DISCS, COLD R134 AC!",streetsideclassics.com/vehicles/3306-nsh/1972-chevrolet-nova
"$44,995",1972,Chevrolet,Nova,"NICELY RESTORED TWO-OWNER NOVA, 400CI MOTOR, 4-SPEED MANUAL, ORIGINAL COLORS!",streetsideclassics.com/vehicles/3536-tpa/1972-chevrolet-nova
"$43,995",1972,Chevrolet,Nova,"5.3L VORTECH SWAP, O/D TRANS, YENKO STRIPES, GREAT STANCE, POWER STEER, COOL!",streetsideclassics.com/vehicles/3311-nsh/1972-chevrolet-nova-ls-restomod
"$45,995",1972,Chevrolet,Nova,"GORGEOUS GOLD NOVA SS, STRONG 350 V8, 4-SPEED MANUAL, PS, PB, DUAL EXHAUST!!!",streetsideclassics.com/vehicles/6302-atl/1972-chevrolet-nova-ss
"$43,995",1972,Chevrolet,Nova,"NUMBERS MATCHING 350CI MOTOR, 4-SPEED MANUAL, 12-BOLT, POWER FRONT DISCS, NICE!",streetsideclassics.com/vehicles/3310-nsh/1972-chevrolet-nova-ss-tribute
"$36,995",1972,Chevrolet,Nova,"350CI V8, TH350 3SPD AUTO, POWER STEERING/BRAKES, RUNS/DRIVES WELL, NICE COLORS!",streetsideclassics.com/vehicles/7299-cha/1972-chevrolet-nova-ss-yenko-tribute
"$127,995",1972,Dodge,Challenger,"ABSOLUTE MONSTER, NASCAR 440CI V8, SEQUENTIAL 6SPD TRAN, RUNS/DRIVES STRONG, WOW",streetsideclassics.com/vehicles/6363-cha/1972-dodge-challenger-restomod
"$49,995",1972,Ford,Bronco,"DESIRABLE BODY STYLE, 302 V8, 4SPD AUTO, POWER STEERING/BRAKES, NICE COLOR COMBO",streetsideclassics.com/vehicles/7418-cha/1972-ford-bronco-4x4
"$13,995",1972,Ford,F-100,"COOL PATINA LONG BED PICKUP, 390 V8, 3-SPEED AUTO, PWR STEER, A/C, ORIGINAL LOOK",streetsideclassics.com/vehicles/2214-phx/1972-ford-f-100
"$36,995",1972,Ford,F-100,"460 V8 W/ GOODIES, TOP LOADER 4-SPEED, 4-WHEEL POWER DISCS, RECENT BUILD, CLEAN!",streetsideclassics.com/vehicles/2462-phx/1972-ford-f-100
"$19,995",1972,Ford,LTD,"351 V8, C6 AUTOMATIC, TONS OF POWER OPTIONS, FACTORY CORRECT COLORS, NICE DROP!",streetsideclassics.com/vehicles/3576-tpa/1972-ford-ltd-convertible
"$26,995",1972,Ford,Roadster,"2 DOOR ROADSTER KIT CAR, 289 V8, 3-SPEED AUTO, PWR BRAKES, DUAL EXHUAST, FUN!!",streetsideclassics.com/vehicles/6735-atl/1972-ford-roadster-rumble-seat-replica
"$36,995",1972,GMC,C10,"350CI V8, 3SPD TRANS, POWER STEER/BRAKES, SHARP COLOR COMBO, CLEAN IN/OUT, NICE!",streetsideclassics.com/vehicles/7277-cha/1972-gmc-c10-1500-super-custom
"$26,995",1972,Mercury,Cougar,"DROP TOP TRUE XR7 CONVERTIBLE, 351CI MOTOR, AUTO TRANS, GREAT COLOR COMBO, COOL!",streetsideclassics.com/vehicles/3164-nsh/1972-mercury-cougar-xr7-convertible
"$44,995",1973,Chevrolet,Camaro,"SMALL-BLOCK V8 POWERED, 3SPD AUTO, POWER STEERING/BRAKES, RUNS/DRIVES WELL, NICE",streetsideclassics.com/vehicles/7451-cha/1973-chevrolet-camaro
"$61,995",1973,Chevrolet,Camaro,"PRO BUILT CAMARO RESTOMOD, STRONG 5.7 LT1 V8, AUTO TRANS, PWR STEER, 4 DISC!!!",streetsideclassics.com/vehicles/6706-atl/1973-chevrolet-camaro-restomod
"$41,995",1973,Chevrolet,Camaro,"VORTEC BASED 383 STROKER V8 W/ GOODIES, 700R4 AUTO, FRONT POWR DISCS, POWR STEER",streetsideclassics.com/vehicles/2659-phx/1973-chevrolet-camaro-rs
"$37,995",1973,Chevrolet,Camaro,"2ND GEN, 350CI V8, TH350 3SPD AUTO, PWR STEER/BRAKE, RUN/DRIVES WELL, GR8 STANCE",streetsideclassics.com/vehicles/7093-cha/1973-chevrolet-camaro-z-28
"$53,995",1973,Chevrolet,Camaro,"#'S MATCH 350 V8 & 3-SPEED AUTO, FACTORY COLOR COMBO, SLICK SURVIVOR-GRADE Z/28!",streetsideclassics.com/vehicles/2422-phx/1973-chevrolet-camaro-z-28-rs
"$49,995",1973,Chevrolet,Camaro,"FRESH RESTORATION, 350 V8, 3-SPEED AUTO, POWER STEER/FRONT DISC, DUAL EXHAUST!!",streetsideclassics.com/vehicles/6738-atl/1973-chevrolet-camaro-z-28-rs
"$34,995",1973,Chevrolet,Camaro,"COOL SPILT BUMPER CAMARO, 350 V8, 3-SPEED AUTO, PWR STEER/FRNT DISC, TRIBUTE!!",streetsideclassics.com/vehicles/6828-atl/1973-chevrolet-camaro-z-28-tribute
"$36,995",1973,Chevrolet,Corvette,"LAST YEAR CHROME BUMPER VETTE, NUMBERS MATCHING 350CI, SIDE PIPES, AUTO, C3",streetsideclassics.com/vehicles/3336-nsh/1973-chevrolet-corvette
"$37,995",1973,Chevrolet,Corvette,"LAST YEAR FOR A CHROME BUMPER, 350CI MOTOR, 4-SPEED MANUAL, T-TOPS, C3 VETTE",streetsideclassics.com/vehicles/3368-nsh/1973-chevrolet-corvette
"$28,995",1973,Chevrolet,Corvette,"NUMBERS MATCHING 350 V8, TH400 AUTO, P/S, P/B, 4 WHEEL DISC, FACTORY A/C, SWEET!",streetsideclassics.com/vehicles/3561-tpa/1973-chevrolet-corvette
"$36,995",1973,Chevrolet,Corvette,"NUMBERS MATCHING 454CI BIB BLOCK, ORIGINAL COLOR COMBO, 1/2 CHROME BUMPER CAR",streetsideclassics.com/vehicles/2996-nsh/1973-chevrolet-corvette-454
"$30,995",1973,Chevrolet,Corvette,"NICELY RESTORED VETTE, #'S MATCHING 350 L82 V8, 4-SPEED MANUAL, PS, PB, COOL!!!",streetsideclassics.com/vehicles/6731-atl/1973-chevrolet-corvette
"$32,995",1973,Chevrolet,Corvette,"VERY CLEAN C3! NUMBERS MATCH 350 V8, AUTO, PS, PWR DISCS, FACTORY COLORS, NICE!",streetsideclassics.com/vehicles/5629-dfw/1973-chevrolet-corvette-convertible
"$49,995",1973,Chevrolet,Corvette,"#'S MATCHING 454CI V8 & TH400 3SPD AUTO, A/C, POWER STEERING/BRAKES, RUNS WELL!!",streetsideclassics.com/vehicles/7374-cha/1973-chevrolet-corvette-ls4-454
"$31,995",1973,Chevrolet,Corvette,"350 V8, 3-SPD AUTO, 4-WHEEL PWR DISCS, PWR STEER, FCTRY COLOR COMBO, MAINT RCPTS",streetsideclassics.com/vehicles/2554-phx/1973-chevrolet-corvette-stingray
"$35,995",1973,Chevrolet,Nova,"NUMBERS MATCHING 350CI MOTOR, TH350 AUTO TRANS, GREAT BLUE OVER WHITE COLORS",streetsideclassics.com/vehicles/3228-nsh/1973-chevrolet-nova
"$26,995",1973,Chevrolet,Nova,"307 V8 SMALL BLOCK, 3-SPEED AUTO TRANS, POWER STEER/BRAKES, DUAL EXHAUST!!!",streetsideclassics.com/vehicles/6851-atl/1973-chevrolet-nova
"$32,995",1973,Dodge,Charger,"Description coming soon, call for details!",streetsideclassics.com/vehicles/7529-cha/1973-dodge-charger-se
"$21,995",1973,Ford,F-100,"STRONG 390 V8 BIG BLOCK, 3-SPEED MANUAL TRANS, FRONT DISC BRAKES, DUAL EXHAUST!!",streetsideclassics.com/vehicles/6640-atl/1973-ford-f-100-dentside
"$30,995",1973,Ford,Mustang,"KILLER CONVERTIBLE STANG, PEPPY 302 V8, AUTO TRANS, PWR STEER/FRNT DISC, SLICK!!",streetsideclassics.com/vehicles/6377-atl/1973-ford-mustang-convertible
"$31,995",1973,Ford,Mustang,"Description coming soon, call for details!",streetsideclassics.com/vehicles/7524-cha/1973-ford-mustang-convertible
"$31,995",1973,Ford,Mustang,"GREAT LOOKING DROP-TOP PONY CAR, 302CI MOTOR, AUTO TRANS, POWER STEER/BRAKES",streetsideclassics.com/vehicles/2568-nsh/1973-ford-mustang-convertible-mach-1-tribute
"$22,995",1973,Ford,Mustang,"351 V8, 3-SPEED AUTO TRANS, PWR STEER/BRAKES, DUAL EXHAUST, MACH 1 TRIBUTE!!!",streetsideclassics.com/vehicles/6832-atl/1973-ford-mustang-mach-1-fastback-tribute
"$39,995",1973,GMC,1500,"350 V8, AUTO, PWR STEER/BRAKES, FRONT DISCS, A/C, $40K IN RESTO RCPTS, CLEAN P/U",streetsideclassics.com/vehicles/2098-phx/1973-gmc-1500-sierra
"$39,995",1973,GMC,1500,"FACTORY BIG BLOCK TRUCK W/ BELIEVED ORIG 454 V8, AUTO, UPGRADED A/C, BUILD SHEET",streetsideclassics.com/vehicles/5466-dfw/1973-gmc-1500-sierra-grande-454
"$24,995",1973,GMC,Sierra Grande,"ORIGINAL SPEC SIERRA GRANDE, SMOOTH 350 V8, 3-SPEED AUTO, PS, PB, LOW OWNERSHIP!",streetsideclassics.com/vehicles/6856-atl/1973-gmc-sierra-grande-1500
"$27,995",1974,Chevrolet,C10,"VERY SHARP SQUARE BODY! 454 V8, AUTO, A/C, PS/B, FRT DISC, NICE UPDATED INTERIOR",streetsideclassics.com/vehicles/5591-dfw/1974-chevrolet-c10-custom-deluxe-454
"$24,995",1974,Chevrolet,C10,"350CI V8, 700R4 AUTO, PWR STEERING/BRAKES, GR8 STANCE, LOCAL CRUISER, AFFORDABLE",streetsideclassics.com/vehicles/7082-cha/1974-chevrolet-c10-restomod
"$29,995",1974,Chevrolet,Camaro,"SMALL-BLOCK POWERED, TH350 3SPD AUTO, POWER STEERING/BRAKES, RUNS & DRIVES WELL!",streetsideclassics.com/vehicles/7478-cha/1974-chevrolet-camaro
"$39,995",1974,Chevrolet,Camaro,"BUILT 496 BIG BLOCK V8, 3-SPEED AUTO, POWER STEER/FRONT DISC, DUAL EXHAUST, FAST",streetsideclassics.com/vehicles/6754-atl/1974-chevrolet-camaro-split-bumper-conversion
